Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Lexus,IS 200t,2016,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,33,22,454,37325
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,36900
Lincoln,MKZ,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,22,61,35190
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,34400
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,34200
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,33,24,617,34050
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,33600
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,32730
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,32095
Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,5657,31270
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,31235
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,31220
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385,30920
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,30900
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,30695
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,30620
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,30395
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,30380
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,30380
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,29945
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,29785
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,29725
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,29125
Nissan,Rogue,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,28730
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385,28620
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,586,28570
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,28445
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,28300
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,586,28220
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,28190
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28020
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28020
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,27695
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,27590
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,27395
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,26695
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,26355
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,26095
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,25995
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,25295
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,586,25215
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,586,25215
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,24995
Nissan,Rogue,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,24780
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,24545
Hyundai,Tucson,2016,regular unleaded,175,4,AUTOMATED_MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,1439,24150
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,24065
Hyundai,Veloster,2016,regular unleaded,201,4,MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,25,1439,23950
Hyundai,Veloster,2016,regular unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,27,1439,23800
Hyundai,Veloster,2016,regular unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,27,1439,23800
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,23745
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,586,23595
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,23395
Nissan,Rogue,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,23330
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,586,23195
Hyundai,Veloster,2016,regular unleaded,201,4,MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,25,1439,22600
Hyundai,Veloster,2016,regular unleaded,201,4,MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,25,1439,22600
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,21880
Hyundai,Veloster,2016,regular unleaded,201,4,MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,25,1439,21600
Chevrolet,Sonic,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25,1385,21495
Chevrolet,Sonic,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1385,21495
Subaru,Impreza,2016,regular unleaded,148,4,MANUAL,all wheel drive,4,Hatchback,Compact,4dr Hatchback,33,24,640,21095
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,20795
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,1720,20390
Hyundai,Elantra GT,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,19800
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,19495
Hyundai,Elantra GT,2016,regular unleaded,173,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,18800
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1720,18090
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,45900
BMW,4 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,33,23,3916,44150
BMW,3 Series Gran Turismo,2017,premium unleaded (required),248,4,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,33,23,3916,43950
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,23,3916,43950
BMW,3 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,33,23,3916,42950
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,41100
BMW,2 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,2,Luxury,Compact,Convertible,33,23,3916,40950
BMW,3 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,23,3916,40750
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,37300
BMW,2 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,33,24,3916,35150
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,21,2202,34830
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,21,2202,32895
Mercedes-Benz,GLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,33,24,617,32850
Chevrolet,Malibu,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385,30975
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,21,2202,30895
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,30465
Nissan,Rogue,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,29960
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,29065
Volkswagen,Jetta,2017,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28995
Subaru,BRZ,2017,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,33,24,640,28745
Volkswagen,Jetta,2017,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,27895
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,26865
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,26310
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,26310
Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,1385,26100
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25975
Nissan,Rogue,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,25240
Subaru,Crosstrek,2017,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,33,26,640,25195
Nissan,Juke,2017,premium unleaded (recommended),188,4,MANUAL,front wheel drive,4,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,33,27,2009,24830
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,24365
Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,586,23895
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,23840
Nissan,Rogue,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,23820
Subaru,Crosstrek,2017,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,33,26,640,23495
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,23070
Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,1385,22900
Hyundai,Elantra,2017,regular unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,26,1439,22750
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,22450
Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,586,22395
Nissan,Sentra,2017,premium unleaded (recommended),188,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,27,2009,21990
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,21890
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,33,28,819,21490
Honda,HR-V,2017,regular unleaded,141,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,2202,21415
Kia,Forte,2017,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25,1720,21200
Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,1385,21000
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,33,27,819,20885
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,20475
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,19995
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,33,28,819,19995
FIAT,500X,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,819,19995
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,819,19390
Honda,HR-V,2017,regular unleaded,141,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,2202,19365
Mitsubishi,Lancer,2017,regular unleaded,148,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,24,436,17795
Chevrolet,Sonic,2017,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1385,17580
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,33,27,819,17485
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,819,15990
Chevrolet,Sonic,2017,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,25,1385,15145
Honda,Civic CRX,1990,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,27,2202,2000
Dodge,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,25,1851,2000
Plymouth,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,25,535,2000
Pontiac,Sunbird,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,2000
Pontiac,Sunbird,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,32,22,210,2000
Pontiac,Sunbird,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,2000
Pontiac,Sunbird,1992,regular unleaded,111,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,210,2000
Pontiac,Sunbird,1992,regular unleaded,111,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,210,2000
Hyundai,Scoupe,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,23,1439,2000
Hyundai,Scoupe,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,23,1439,2000
Subaru,Justy,1993,regular unleaded,73,3,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,28,640,2000
Subaru,Justy,1993,regular unleaded,73,3,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,28,640,2000
Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,24,586,2000
Mazda,MX-3,1993,regular unleaded,88,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,24,586,2000
Pontiac,Sunbird,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,2000
Pontiac,Sunbird,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,2000
Pontiac,Sunbird,1993,regular unleaded,110,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,210,2000
Pontiac,Sunbird,1993,regular unleaded,110,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,210,2000
Pontiac,Sunbird,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,32,22,210,2000
Pontiac,Sunbird,1994,regular unleaded,110,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,210,2000
Pontiac,Sunbird,1994,regular unleaded,110,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,32,22,210,2000
Pontiac,Sunbird,1994,regular unleaded,110,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,2000
Honda,Civic del Sol,1995,regular unleaded,125,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,25,2202,2000
Toyota,Paseo,1996,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,26,2031,2000
Toyota,Paseo,1997,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,32,25,2031,2178
Ford,Contour,1998,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,32,21,5657,2000
Ford,Contour,1998,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,32,21,5657,2000
Ford,Contour,1998,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,32,21,5657,2000
Ford,Contour,1998,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,32,21,5657,2000
Suzuki,Esteem,2000,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481,2000
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481,14899
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,32,24,481,14499
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481,14199
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481,13999
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,32,24,481,13699
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481,13199
Ford,Escort,2002,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,32,23,5657,15015
Suzuki,Esteem,2002,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481,14299
